============================================================================================================================================
BENCHMARK RESULTS - DETAILED VIEW (All Measurements)
============================================================================================================================================

Total Records: 360

Column Descriptions:
  file: FASTA filename
  header: Sequence metadata (type|characteristic|length|instance)
  seq_len: Sequence length (bp)
  query_len: Query pattern length (bp)
  edits: Edit distance threshold (0-5)
  re_time: Python regex execution time (seconds)
  re_mem: Python regex memory usage (bytes)
  shiftor_time: Shift-Or (Myers) algorithm execution time (seconds)
  shiftor_mem: Shift-Or algorithm memory usage (bytes)
  levenshtein_time: Levenshtein (Ukkonen) algorithm execution time (seconds)
  levenshtein_mem: Levenshtein algorithm memory usage (bytes)

============================================================================================================================================

File                      Seq_Len  Query    Edits  Regex_Time(s)   Shiftor_Time(s)  Levenshtein_Time(s)  Regex_Mem(MB) Shiftor_Mem(MB)  Levenshtein_Mem(MB)
dna_random_len500_0.fasta 500      20       4      0.000196700     0.012852900      0.031719400          63.82         63.82            63.82             
dna_random_len500_0.fasta 500      20       5      0.000178500     0.007598700      0.032737300          63.82         63.83            63.83             
dna_random_len500_0.fasta 500      20       0      0.000234500     0.007751600      0.024381700          63.83         63.83            63.83             
dna_random_len500_0.fasta 500      20       1      0.000185400     0.008974800      0.024192000          63.83         63.83            63.83             
dna_random_len500_0.fasta 500      20       2      0.000178200     0.007537800      0.027531200          63.83         63.83            63.83             
dna_random_len500_0.fasta 500      20       3      0.000184200     0.008167100      0.029483800          63.83         63.83            63.83             
dna_random_len500_0.fasta 500      20       4      0.000187200     0.007890500      0.036698600          63.83         63.83            63.83             
dna_random_len500_0.fasta 500      20       5      0.000181400     0.007558900      0.033019700          63.83         63.83            63.83             
dna_random_len500_0.fasta 500      20       0      0.000185100     0.008428200      0.024833300          63.83         63.83            63.83             
dna_random_len500_0.fasta 500      20       1      0.000192300     0.010228500      0.026155400          63.84         63.84            63.84             
dna_random_len500_0.fasta 500      20       2      0.000176900     0.007985300      0.026765800          63.84         63.84            63.84             
dna_random_len500_0.fasta 500      20       3      0.000184100     0.007443800      0.029254100          63.84         63.84            63.84             
dna_random_len500_0.fasta 500      20       4      0.000210700     0.007575800      0.031094500          63.84         63.84            63.84             
dna_random_len500_0.fasta 500      20       5      0.000186600     0.008670900      0.032806100          63.84         63.84            63.84             
dna_random_len500_0.fasta 500      50       0      0.000223800     0.009105100      0.050604100          63.84         63.84            63.84             
dna_random_len500_0.fasta 500      50       1      0.000273200     0.013337500      0.059331500          63.84         63.84            63.84             
dna_random_len500_0.fasta 500      50       2      0.000226500     0.013285900      0.061873800          63.84         63.84            63.84             
dna_random_len500_0.fasta 500      50       3      0.000316500     0.008518100      0.070818900          63.88         63.88            63.88             
dna_random_len500_0.fasta 500      50       4      0.000216000     0.007756000      0.072695900          63.88         63.88            63.88             
dna_random_len500_0.fasta 500      50       5      0.000287000     0.010165400      0.085527200          63.88         63.88            63.88             
dna_random_len500_0.fasta 500      50       0      0.000501500     0.011413400      0.047376400          63.88         63.88            63.88             
dna_random_len500_0.fasta 500      50       1      0.000221500     0.008234500      0.055642600          63.88         63.88            63.88             
dna_random_len500_0.fasta 500      50       2      0.000226800     0.010041100      0.068080000          63.88         63.88            63.88             
dna_random_len500_0.fasta 500      50       3      0.000222400     0.007959600      0.077198200          63.88         63.88            63.88             
dna_random_len500_0.fasta 500      50       4      0.000237800     0.007809700      0.072398000          63.88         63.88            63.88             
dna_random_len500_0.fasta 500      50       5      0.000220600     0.010005700      0.078268600          63.88         63.88            63.89             
dna_random_len500_0.fasta 500      50       0      0.000234100     0.009147500      0.048581200          63.89         63.89            63.89             
dna_random_len500_0.fasta 500      50       1      0.000226200     0.007733900      0.057491100          63.89         63.89            63.89             
dna_random_len500_0.fasta 500      50       2      0.000279800     0.007801800      0.071530900          63.89         63.89            63.89             
dna_random_len500_0.fasta 500      50       3      0.000879000     0.011983400      0.083795000          63.89         63.89            63.89             
dna_random_len500_0.fasta 500      50       4      0.000295200     0.009396000      0.092269300          63.89         63.89            63.89             
dna_random_len500_0.fasta 500      50       5      0.000225200     0.007908700      0.090651900          63.89         63.89            63.89             
dna_repetitive_len100_0.f 100      20       0      0.000193000     0.001695000      0.003824900          63.89         63.89            63.89             
dna_repetitive_len100_0.f 100      20       1      0.000171900     0.001508000      0.004118000          63.89         63.89            63.89             
dna_repetitive_len100_0.f 100      20       2      0.000178300     0.001398400      0.004579200          63.89         63.89            63.89             
dna_repetitive_len100_0.f 100      20       3      0.000189500     0.001414000      0.005023500          63.89         63.89            63.89             
dna_repetitive_len100_0.f 100      20       4      0.000182200     0.001412100      0.005728600          63.89         63.89            63.89             
dna_repetitive_len100_0.f 100      20       5      0.000186100     0.002352500      0.006852600          63.89         63.89            63.89             
dna_repetitive_len100_0.f 100      20       0      0.000045100     0.001723000      0.003687400          63.90         63.90            63.90             
dna_repetitive_len100_0.f 100      20       1      0.000187400     0.001524700      0.004252400          63.90         63.90            63.90             
dna_repetitive_len100_0.f 100      20       2      0.000242800     0.001398100      0.004615100          63.90         63.90            63.90             
dna_repetitive_len100_0.f 100      20       3      0.000359100     0.001738000      0.005223300          63.90         63.90            63.90             
dna_repetitive_len100_0.f 100      20       4      0.000198600     0.001445900      0.009297700          63.90         63.90            63.90             
dna_repetitive_len100_0.f 100      20       5      0.000188900     0.001409100      0.008415200          63.90         63.90            63.90             
dna_repetitive_len100_0.f 100      20       0      0.000189700     0.001411600      0.003889100          63.90         63.90            63.90             
dna_repetitive_len100_0.f 100      20       1      0.000194500     0.001471700      0.004417900          63.90         63.90            63.90             
dna_repetitive_len100_0.f 100      20       2      0.000171900     0.001378000      0.004645800          63.90         63.90            63.90             
dna_repetitive_len100_0.f 100      20       3      0.000178300     0.001408900      0.007943900          63.91         63.91            63.91             
dna_repetitive_len100_0.f 100      20       4      0.000194500     0.001400000      0.007249500          63.91         63.91            63.91             
dna_repetitive_len100_0.f 100      20       5      0.000348200     0.001387500      0.007055400          63.91         63.91            63.91             
dna_repetitive_len100_0.f 100      50       0      0.000249500     0.001690100      0.005444000          63.91         63.91            63.91             
dna_repetitive_len100_0.f 100      50       1      0.000203600     0.001617200      0.006399400          63.91         63.91            63.91             
dna_repetitive_len100_0.f 100      50       2      0.000281100     0.003310400      0.007767000          63.91         63.91            63.91             
dna_repetitive_len100_0.f 100      50       3      0.000211000     0.001699000      0.012730600          63.91         63.91            63.91             
dna_repetitive_len100_0.f 100      50       4      0.000261600     0.001621700      0.012211400          63.91         63.91            63.91             
dna_repetitive_len100_0.f 100      50       5      0.000227500     0.002365100      0.012633200          63.91         63.91            63.91             
dna_repetitive_len100_0.f 100      50       0      0.000212600     0.001619100      0.010046400          63.91         63.91            63.91             
dna_repetitive_len100_0.f 100      50       1      0.000219900     0.004158000      0.008023000          63.91         63.91            63.91             
dna_repetitive_len100_0.f 100      50       2      0.000223700     0.001591200      0.007099000          63.91         63.91            63.91             
dna_repetitive_len100_0.f 100      50       3      0.000249100     0.001613400      0.008350600          63.91         63.92            63.92             
dna_repetitive_len100_0.f 100      50       4      0.000334600     0.001851100      0.008824100          63.92         63.92            63.92             
dna_repetitive_len100_0.f 100      50       5      0.000226000     0.001645200      0.009776500          63.92         63.92            63.92             
dna_repetitive_len100_0.f 100      50       0      0.000220600     0.001589000      0.005448500          63.92         63.92            63.92             
dna_repetitive_len100_0.f 100      50       1      0.000223500     0.001606500      0.006281900          63.92         63.92            63.92             
dna_repetitive_len100_0.f 100      50       2      0.000237800     0.001640800      0.007221900          63.92         63.92            63.92             
dna_repetitive_len100_0.f 100      50       3      0.000557100     0.001822200      0.009740100          63.92         63.92            63.92             
dna_repetitive_len100_0.f 100      50       4      0.000225700     0.001635400      0.011416400          63.92         63.92            63.92             
dna_repetitive_len100_0.f 100      50       5      0.000242900     0.001668100      0.011628500          63.93         63.93            63.93             
dna_repetitive_len500_0.f 500      20       0      0.000467800     0.008501100      0.024036600          63.93         63.93            63.93             
dna_repetitive_len500_0.f 500      20       1      0.000194700     0.007696700      0.027408600          63.93         63.93            63.93             
dna_repetitive_len500_0.f 500      20       2      0.000175100     0.007656800      0.035896500          63.93         63.93            63.93             
dna_repetitive_len500_0.f 500      20       3      0.000385000     0.007473600      0.032893600          63.93         63.93            63.93             
dna_repetitive_len500_0.f 500      20       4      0.000189000     0.008717100      0.033743900          63.93         63.93            63.93             
dna_repetitive_len500_0.f 500      20       5      0.000193900     0.008096800      0.035168900          63.93         63.93            63.93             
dna_repetitive_len500_0.f 500      20       0      0.000460300     0.007715900      0.030803200          63.93         63.93            63.94             
dna_repetitive_len500_0.f 500      20       1      0.000180500     0.009791600      0.030918200          63.94         63.94            63.94             
dna_repetitive_len500_0.f 500      20       2      0.000181200     0.008705100      0.035745000          63.94         63.94            63.94             
dna_repetitive_len500_0.f 500      20       3      0.000213500     0.007728100      0.031681400          63.94         63.94            63.94             
dna_repetitive_len500_0.f 500      20       4      0.000179800     0.015358500      0.039450000          63.94         63.94            63.94             
dna_repetitive_len500_0.f 500      20       5      0.000177300     0.007694200      0.046615500          63.94         63.94            63.94             
dna_repetitive_len500_0.f 500      20       0      0.000211200     0.007666400      0.028476900          63.94         63.94            63.94             
dna_repetitive_len500_0.f 500      20       1      0.000235300     0.009874000      0.025572900          63.95         63.95            63.95             
dna_repetitive_len500_0.f 500      20       2      0.000175900     0.008818600      0.031804200          63.95         63.95            63.95             
dna_repetitive_len500_0.f 500      20       3      0.000276300     0.007768700      0.032774600          63.95         63.95            63.95             
dna_repetitive_len500_0.f 500      20       4      0.000209100     0.008308900      0.033844800          63.95         63.95            63.95             
dna_repetitive_len500_0.f 500      20       5      0.000193500     0.008733400      0.038080900          63.95         63.95            63.95             
dna_repetitive_len500_0.f 500      50       0      0.000247000     0.008563200      0.054375500          63.95         63.95            63.95             
dna_repetitive_len500_0.f 500      50       1      0.000316400     0.007966300      0.072581300          63.98         63.98            63.98             
dna_repetitive_len500_0.f 500      50       2      0.000310200     0.007970000      0.075266000          63.98         63.98            63.98             
dna_repetitive_len500_0.f 500      50       3      0.000220500     0.008197600      0.073045400          63.98         63.98            63.98             
dna_repetitive_len500_0.f 500      50       4      0.000219400     0.007942200      0.083790300          63.98         63.98            63.98             
dna_repetitive_len500_0.f 500      50       5      0.000370700     0.010774900      0.082186400          63.98         63.98            63.98             
dna_repetitive_len500_0.f 500      50       0      0.000226700     0.007750500      0.065764800          63.98         63.98            63.99             
dna_repetitive_len500_0.f 500      50       1      0.000665000     0.009615800      0.057760300          63.99         63.99            63.99             
dna_repetitive_len500_0.f 500      50       2      0.000223600     0.008802500      0.068187000          63.99         63.99            63.99             
dna_repetitive_len500_0.f 500      50       3      0.000220600     0.014613800      0.087913300          63.99         63.99            63.99             
dna_repetitive_len500_0.f 500      50       4      0.000481100     0.008096600      0.085498800          63.99         63.99            63.99             
dna_repetitive_len500_0.f 500      50       5      0.000230700     0.007922500      0.085403100          63.99         63.99            63.99             
dna_repetitive_len500_0.f 500      50       0      0.000050700     0.008140700      0.050253200          63.99         63.99            64.00             
dna_repetitive_len500_0.f 500      50       1      0.000512100     0.007881800      0.063440300          64.00         64.00            64.00             
dna_repetitive_len500_0.f 500      50       2      0.000215400     0.007969900      0.069361300          64.00         64.00            64.00             
dna_repetitive_len500_0.f 500      50       3      0.000232400     0.009687000      0.086454600          64.00         64.00            64.00             
dna_repetitive_len500_0.f 500      50       4      0.000271700     0.008473300      0.090110400          64.00         64.00            64.00             
dna_repetitive_len500_0.f 500      50       5      0.000381100     0.009998300      0.080649800          64.00         64.00            64.00             
