================================================================================
DNA PATTERN MATCHING ALGORITHMS - COMPREHENSIVE ANALYSIS REPORT
================================================================================
Total Patterns: 119 | Categories: 5 | Algorithm Runs: 679
Generated: 2025-12-02 06:01:41

OVERALL PERFORMANCE RANKING
==================================================
Algorithm    Mean(ms)   Median(ms)   Min(ms)    Max(ms)      Std(ms)    Memory(kB)   Patterns   Total(ms)*  
-----------------------------------------------------------------------------------------------------------------------
suffix_tree  0.5527     0.1115       0.0207     10.4867      1.6088     0.8          114        35.7945     
regex        2.5588     2.2037       1.5870     14.0795      1.7448     13.2         119        262.2413    
rabin_karp   148.2237   147.7909     146.2701   171.1943     2.4909     0.4          119        17587.1141  
boyer_moore  184.9675   175.1549     12.0100    436.0205     96.5301    7.6          119        20843.4350  
kmp          191.7858   191.6705     186.4815   200.3020     2.2935     3.0          119        22808.7845  
naive        667.8601   665.4823     650.6227   735.3670     13.7327    2.2          89         59227.9240  

* Total Time = (Median × Patterns) + Preprocessing Time

SPEEDUP COMPARISON vs REGEX (Total Time)
=========================================
Algorithm       Speedup         Description                   
------------------------------------------------------------
suffix_tree     7.3263x faster  Significantly faster          
regex           1.00x           Baseline (C-optimized)        
rabin_karp      67.0646x slower Much slower                   
boyer_moore     79.4819x slower Much slower                   
kmp             86.9763x slower Much slower                   
naive           225.8528x slower Much slower                   

SPEEDUP COMPARISON vs REGEX (Runtime Only)
============================================
Algorithm       Speedup         Description                   
------------------------------------------------------------
suffix_tree     4.6297x faster  Significantly faster          
regex           1.00x           Baseline (C-optimized)        
rabin_karp      57.9268x slower Much slower                   
boyer_moore     72.2865x slower Much slower                   
kmp             74.9511x slower Much slower                   
naive           261.0040x slower Much slower                   

PATTERN SIZE BREAKDOWN
==============================
Size       Length Range    Count    Avg Time(ms)
---------------------------------------------
small      5-10bp         120      222.4105    
medium     20-50bp         348      196.0870    
large      53-197bp         131      145.6895    
vlarge     214-2943bp         80       103.3304    

CATEGORY: AVERAGE
=================
Algorithm    Mean(ms)   Std(ms)    Preproc(ms)  Memory(kB)   Patterns   Total(ms)*  
----------------------------------------------------------------------------------------
suffix_tree  1.1425     2.3097     23.0882      1.9          50         80.2135     
regex        3.0249     2.4697     0.0000       22.1         55         166.3676    
rabin_karp   148.1253   1.6010     0.0000       0.6          55         8146.8940   
kmp          191.9722   2.0664     0.0000       5.4          55         10558.4731  
boyer_moore  228.7129   91.9248    0.0000       13.6         55         12579.2109  
naive        670.9306   14.6596    0.0000       4.6          40         26837.2257  

* Total Time = (Mean × Patterns) + Preprocessing Time

PER-PATTERN RESULTS:
Pattern              Algorithm    Time(ms)   Matches  Memory(kB)
Algorithm    Mean(ms)   Std(ms)    Preproc(ms)  Memory(kB)   Patterns   Total(ms)*  
----------------------------------------------------------------------------------------
suffix_tree  0.0467     0.0320     23.0882      0.0          9          23.5084     
regex        2.0519     0.1812     0.0000       3.8          9          18.4669     
boyer_moore  39.8488    27.8216    0.0000       1.0          9          358.6389    
rabin_karp   147.3519   0.5353     0.0000       0.2          9          1326.1667   
kmp          191.2656   2.2977     0.0000       0.6          9          1721.3902   
naive        661.9725   6.7209     0.0000       0.2          9          5957.7526   

* Total Time = (Mean × Patterns) + Preprocessing Time

PER-PATTERN RESULTS:
Pattern              Algorithm    Time(ms)   Matches  Memory(kB)
----------------------------------------------------------------------
rep_AC_100           suffix_tree  0.1076     0        0.1       
rep_AC_100           regex        2.1755     0        6.1       
rep_AC_100           boyer_moore  15.9600    0        1.7       
rep_AC_100           rabin_karp   147.7574   0        0.3       
rep_AC_100           kmp          194.2124   0        0.9       
rep_AC_100           naive        657.6490   0        0.2       
rep_AC_20            suffix_tree  0.0340     0        0.1       
rep_AC_20            regex        2.0460     0        1.7       
rep_AC_20            boyer_moore  80.9040    0        0.4       
rep_AC_20            rabin_karp   147.2648   0        0.1       
rep_AC_20            kmp          190.8002   0        0.3       
rep_AC_20            naive        659.1347   0        0.2       
rep_AC_50            suffix_tree  0.0240     0        0.1       
rep_AC_50            regex        2.2258     0        3.5       
rep_AC_50            boyer_moore  33.0612    0        0.9       
rep_AC_50            rabin_karp   146.9889   0        0.2       
rep_AC_50            kmp          191.7571   0        0.5       
rep_AC_50            naive        650.6882   0        0.2       
rep_AT_100           suffix_tree  0.0967     0        0.0       
rep_AT_100           regex        2.2875     0        6.1       
rep_AT_100           boyer_moore  16.7320    0        1.7       
rep_AT_100           rabin_karp   146.2701   0        0.3       
rep_AT_100           kmp          189.1690   0        0.9       
rep_AT_100           naive        670.1631   0        0.2       
rep_AT_20            suffix_tree  0.0207     0        0.0       
rep_AT_20            regex        2.0622     0        1.7       
rep_AT_20            boyer_moore  82.8667    0        0.4       
rep_AT_20            rabin_karp   147.7637   0        0.1       
rep_AT_20            kmp          191.9820   0        0.3       
rep_AT_20            naive        671.2500   0        0.2       
rep_AT_50            suffix_tree  0.0305     0        0.0       
rep_AT_50            regex        2.1676     0        3.5       
rep_AT_50            boyer_moore  32.3582    0        0.9       
rep_AT_50            rabin_karp   147.1617   0        0.2       
rep_AT_50            kmp          191.2106   0        0.5       
rep_AT_50            naive        659.9783   0        0.2       
rep_allA_100         suffix_tree  0.0364     0        0.0       
rep_allA_100         regex        1.8912     0        6.1       
rep_allA_100         boyer_moore  12.0100    0        1.7       
rep_allA_100         rabin_karp   147.2200   0        0.3       
rep_allA_100         kmp          186.4815   0        0.9       
rep_allA_100         naive        657.8315   0        0.2       
rep_allA_20          suffix_tree  0.0346     0        0.0       
rep_allA_20          regex        1.7860     0        1.7       
rep_allA_20          boyer_moore  60.5571    0        0.4       
rep_allA_20          rabin_karp   148.0402   0        0.1       
rep_allA_20          kmp          193.0008   0        0.3       
rep_allA_20          naive        667.4917   0        0.2       
rep_allA_50          suffix_tree  0.0357     0        0.0       
rep_allA_50          regex        1.8250     0        3.5       
rep_allA_50          boyer_moore  24.1898    0        0.9       
rep_allA_50          rabin_karp   147.6999   0        0.2       
rep_allA_50          kmp          192.7765   0        0.5       
rep_allA_50          naive        663.5659   0        0.2       

CATEGORY: ZERO-OCCURRENCE
=========================
Algorithm    Mean(ms)   Std(ms)    Preproc(ms)  Memory(kB)   Patterns   Total(ms)*  
----------------------------------------------------------------------------------------
suffix_tree  0.0983     0.0193     23.0882      0.0          35         26.5304     
regex        2.2957     0.3744     0.0000       7.7          35         80.3486     
rabin_karp   148.7444   4.0741     0.0000       0.3          35         5206.0524   
kmp          191.9254   2.5742     0.0000       1.1          35         6717.3889   
boyer_moore  195.1971   57.3416    0.0000       3.7          35         6831.8978   
naive        663.8307   6.8548     0.0000       0.2          20         13276.6139  

* Total Time = (Mean × Patterns) + Preprocessing Time

PER-PATTERN RESULTS:
Pattern              Algorithm    Time(ms)   Matches  Memory(kB)
----------------------------------------------------------------------
zero_long_0          suffix_tree  0.1171     0        0.1       
zero_long_0          regex        3.3723     0        28.7      
zero_long_0          rabin_karp   148.2663   0        1.0       
zero_long_0          kmp          191.1425   0        4.1       
zero_long_0          boyer_moore  194.2364   0        21.7      
zero_long_1          suffix_tree  0.0918     0        0.1       
zero_long_1          regex        3.1751     0        24.4      
zero_long_1          boyer_moore  90.3402    0        18.2      
zero_long_1          rabin_karp   147.5113   0        0.9       
zero_long_1          kmp          193.5898   0        3.5       
zero_long_2          suffix_tree  0.0977     0        0.1       
zero_long_2          regex        3.0247     0        24.6      
zero_long_2          boyer_moore  127.4627   0        18.4      
zero_long_2          rabin_karp   147.5949   0        0.9       
zero_long_2          kmp          191.6968   0        3.5       
zero_long_3          suffix_tree  0.0477     0        0.0       
zero_long_3          regex        3.3027     0        26.2      
zero_long_3          rabin_karp   147.6628   0        0.9       
zero_long_3          boyer_moore  172.3442   0        19.8      
zero_long_3          kmp          189.1671   0        3.7       
zero_long_4          suffix_tree  0.1398     0        0.1       
zero_long_4          regex        2.5349     0        18.8      
zero_long_4          boyer_moore  128.4830   0        14.0      
zero_long_4          rabin_karp   147.5112   0        0.7       
zero_long_4          kmp          188.0145   0        2.7       
zero_medium_0        suffix_tree  0.1026     0        0.0       
zero_medium_0        regex        2.3646     0        11.9      
zero_medium_0        rabin_karp   148.0198   0        0.4       
zero_medium_0        boyer_moore  172.3075   0        3.2       
zero_medium_0        kmp          188.6578   0        1.7       
zero_medium_1        suffix_tree  0.1085     0        0.0       
zero_medium_1        regex        2.3354     0        9.5       
zero_medium_1        rabin_karp   147.7909   0        0.3       
zero_medium_1        kmp          190.6205   0        1.3       
zero_medium_1        boyer_moore  201.7741   0        2.5       
zero_medium_2        suffix_tree  0.1158     0        0.0       
zero_medium_2        regex        2.2571     0        6.8       
zero_medium_2        rabin_karp   147.8432   0        0.3       
zero_medium_2        boyer_moore  157.5657   0        1.8       
zero_medium_2        kmp          192.5425   0        1.0       
zero_medium_3        suffix_tree  0.1055     0        0.0       
zero_medium_3        regex        2.2161     0        7.5       
zero_medium_3        rabin_karp   147.8862   0        0.3       
zero_medium_3        boyer_moore  177.9591   0        2.0       
zero_medium_3        kmp          193.1557   0        1.1       
zero_medium_4        suffix_tree  0.0924     0        0.0       
zero_medium_4        regex        2.0563     0        8.3       
zero_medium_4        boyer_moore  131.0653   0        2.2       
zero_medium_4        rabin_karp   148.3528   0        0.3       
zero_medium_4        kmp          190.0952   0        1.2       
zero_medium_5        suffix_tree  0.0657     0        0.0       
zero_medium_5        regex        2.4667     0        9.6       
zero_medium_5        boyer_moore  142.8024   0        2.5       
zero_medium_5        rabin_karp   148.5115   0        0.4       
zero_medium_5        kmp          194.5743   0        1.3       
zero_medium_6        suffix_tree  0.0917     0        0.0       
zero_medium_6        regex        2.1870     0        11.5      
zero_medium_6        rabin_karp   148.1573   0        0.4       
zero_medium_6        boyer_moore  168.1862   0        3.1       
zero_medium_6        kmp          190.8456   0        1.6       
zero_medium_7        suffix_tree  0.1070     0        0.0       
zero_medium_7        regex        2.5428     0        11.0      
zero_medium_7        boyer_moore  122.0061   0        2.9       
zero_medium_7        rabin_karp   148.1460   0        0.4       
zero_medium_7        kmp          196.5968   0        1.5       
zero_medium_8        suffix_tree  0.0899     0        0.0       
zero_medium_8        regex        2.1481     0        11.4      
zero_medium_8        rabin_karp   147.4099   0        0.4       
zero_medium_8        kmp          190.7291   0        1.6       
zero_medium_8        boyer_moore  203.9319   0        3.1       
zero_medium_9        suffix_tree  0.0860     0        0.0       
zero_medium_9        regex        2.2986     0        7.6       
zero_medium_9        rabin_karp   146.9481   0        0.3       
zero_medium_9        kmp          190.4665   0        1.1       
zero_medium_9        boyer_moore  211.9187   0        2.0       
zero_short_0         suffix_tree  0.0953     0        0.0       
zero_short_0         regex        2.2510     0        2.2       
zero_short_0         rabin_karp   148.3617   0        0.1       
zero_short_0         boyer_moore  151.8560   0        0.6       
zero_short_0         kmp          195.4980   0        0.4       
zero_short_0         naive        672.9447   0        0.2       
zero_short_1         suffix_tree  0.0651     0        0.0       
zero_short_1         regex        2.0364     0        2.6       
zero_short_1         rabin_karp   148.0090   0        0.1       
zero_short_1         kmp          187.2655   0        0.4       
zero_short_1         boyer_moore  202.0029   0        0.7       
zero_short_1         naive        664.1188   0        0.2       
zero_short_10        suffix_tree  0.0965     0        0.0       
zero_short_10        regex        2.1383     0        3.4       
zero_short_10        rabin_karp   147.3067   0        0.2       
zero_short_10        kmp          190.4593   0        0.5       
zero_short_10        boyer_moore  242.7015   0        0.9       
zero_short_10        naive        655.9352   0        0.2       
zero_short_11        suffix_tree  0.0832     0        0.1       
zero_short_11        regex        2.2404     0        2.6       
zero_short_11        rabin_karp   148.9068   0        0.1       
zero_short_11        boyer_moore  174.1045   0        0.7       
zero_short_11        kmp          193.2938   0        0.4       
zero_short_11        naive        659.6952   0        0.2       
zero_short_12        suffix_tree  0.0864     0        0.0       
zero_short_12        regex        1.9431     0        2.3       
zero_short_12        rabin_karp   147.6866   0        0.1       
zero_short_12        boyer_moore  161.4527   0        0.6       
zero_short_12        kmp          192.9351   0        0.4       
zero_short_12        naive        657.4525   0        0.2       
zero_short_13        suffix_tree  0.1018     0        0.0       
zero_short_13        regex        1.8863     0        2.3       
zero_short_13        rabin_karp   147.4450   0        0.1       
zero_short_13        kmp          190.6413   0        0.4       
zero_short_13        boyer_moore  284.0844   0        0.6       
zero_short_13        naive        653.8955   0        0.2       
zero_short_14        suffix_tree  0.1024     0        0.0       
zero_short_14        regex        2.1148     0        3.4       
zero_short_14        boyer_moore  124.5141   0        0.9       
zero_short_14        rabin_karp   147.8184   0        0.2       
zero_short_14        kmp          189.7714   0        0.5       
zero_short_14        naive        654.3110   0        0.2       
zero_short_15        suffix_tree  0.1015     0        0.0       
zero_short_15        regex        2.0104     0        2.5       
zero_short_15        rabin_karp   148.3294   0        0.1       
zero_short_15        boyer_moore  184.3435   0        0.7       
zero_short_15        kmp          190.2428   0        0.4       
zero_short_15        naive        670.1167   0        0.2       
zero_short_16        suffix_tree  0.0821     0        0.1       
zero_short_16        regex        2.1013     0        1.9       
zero_short_16        rabin_karp   147.9866   0        0.1       
zero_short_16        kmp          190.9419   0        0.3       
zero_short_16        boyer_moore  269.8270   0        0.5       
zero_short_16        naive        667.5814   0        0.2       
zero_short_17        suffix_tree  0.1197     0        0.0       
zero_short_17        regex        1.9889     0        2.3       
zero_short_17        rabin_karp   146.5271   0        0.1       
zero_short_17        kmp          192.7650   0        0.4       
zero_short_17        boyer_moore  248.2893   0        0.6       
zero_short_17        naive        665.6122   0        0.2       
zero_short_18        suffix_tree  0.0761     0        0.0       
zero_short_18        regex        2.2213     0        1.9       
zero_short_18        rabin_karp   148.1351   0        0.1       
zero_short_18        kmp          193.1944   0        0.3       
zero_short_18        boyer_moore  231.7053   0        0.5       
zero_short_18        naive        663.6860   0        0.2       
zero_short_19        suffix_tree  0.0881     0        0.0       
zero_short_19        regex        2.2635     0        3.1       
zero_short_19        rabin_karp   152.2612   0        0.1       
zero_short_19        kmp          200.3020   0        0.5       
zero_short_19        boyer_moore  251.5809   0        0.8       
zero_short_19        naive        664.2050   0        0.2       
zero_short_2         suffix_tree  0.1285     0        0.0       
zero_short_2         regex        2.2037     0        2.9       
zero_short_2         rabin_karp   152.1963   0        0.1       
zero_short_2         boyer_moore  181.2461   0        0.8       
zero_short_2         kmp          190.0405   0        0.5       
zero_short_2         naive        661.9260   0        0.2       
zero_short_3         suffix_tree  0.1347     0        0.0       
zero_short_3         regex        2.0577     0        2.4       
zero_short_3         rabin_karp   171.1943   0        0.1       
zero_short_3         kmp          189.2837   0        0.4       
zero_short_3         boyer_moore  248.2852   0        0.6       
zero_short_3         naive        675.0684   0        0.2       
zero_short_4         suffix_tree  0.1113     0        0.0       
zero_short_4         regex        1.9325     0        2.4       
zero_short_4         rabin_karp   147.1984   0        0.1       
zero_short_4         kmp          193.8590   0        0.4       
zero_short_4         boyer_moore  312.0320   0        0.6       
zero_short_4         naive        671.3099   0        0.2       
zero_short_5         suffix_tree  0.1158     0        0.0       
zero_short_5         regex        2.2178     0        2.4       
zero_short_5         rabin_karp   146.9975   0        0.1       
zero_short_5         boyer_moore  165.9310   0        0.6       
zero_short_5         kmp          191.3715   0        0.4       
zero_short_5         naive        674.4213   0        0.2       
zero_short_6         suffix_tree  0.0901     0        0.0       
zero_short_6         regex        2.0302     0        3.3       
zero_short_6         rabin_karp   147.1220   0        0.1       
zero_short_6         boyer_moore  166.4487   0        0.8       
zero_short_6         kmp          193.7379   0        0.5       
zero_short_6         naive        662.9726   0        0.2       
zero_short_7         suffix_tree  0.0887     0        0.0       
zero_short_7         regex        1.9780     0        3.2       
zero_short_7         rabin_karp   147.9419   0        0.1       
zero_short_7         kmp          192.0943   0        0.5       
zero_short_7         boyer_moore  294.0732   0        0.8       
zero_short_7         naive        667.6827   0        0.2       
zero_short_8         suffix_tree  0.1160     0        0.0       
zero_short_8         regex        2.2939     0        3.1       
zero_short_8         rabin_karp   148.7152   0        0.1       
zero_short_8         kmp          193.9758   0        0.5       
zero_short_8         boyer_moore  215.5923   0        0.8       
zero_short_8         naive        660.8341   0        0.2       
zero_short_9         suffix_tree  0.0996     0        0.0       
zero_short_9         regex        2.1567     0        2.1       
zero_short_9         rabin_karp   148.3010   0        0.1       
zero_short_9         kmp          193.8207   0        0.3       
zero_short_9         boyer_moore  319.4438   0        0.5       
zero_short_9         naive        652.8448   0        0.2       

DATASET CATEGORIES EXPLANATION
===================================
• average:           Real genome subsequences (typical performance)
• repetitive:        Synthetic worst-case patterns (algorithmic stress)
• rare:              Patterns occurring 1-5 times (sparse matches)
• zero-occurrence:   Random patterns absent from genome (no matches)
• rabin-karp-adversarial: Hash collision-prone patterns (RK stress)
• many-query:        100 short patterns (amortization testing)

NOTE: Each pattern file contains one DNA string tested against 500K E.coli genome
